"spkid","rot_per(h)","diameter(km)","a(AU)","e","i(deg)"
54342177,,,1.356,0.2609,3.57
54342180,,,2.797,0.6935,16.23
54342179,,,1.622,0.3993,1.57
54342182,,,1.63,0.3905,6.14
54342224,,,0.7732,0.3295,2.86
54342223,,,2.823,0.6997,8.62
54342225,,,1.611,0.5390,32.93
54342284,,,2.022,0.5861,3.94
54342285,,,1.104,0.5118,18.90
54342319,,,1.145,0.3658,5.70
54342501,,,1.53,0.5648,5.21
54342500,,,0.8199,0.3963,5.81
54342515,,,1.637,0.5009,0.71
54342516,,,1.912,0.4394,6.23
54342517,,,0.9328,0.2482,3.69
54342518,,,0.8953,0.1739,8.06
54342519,,,0.8306,0.2924,12.39
54342520,,,1.387,0.3328,9.06
54342523,,,2.753,0.5765,16.50
54342521,,,1.133,0.1820,9.40
54342527,,,1.818,0.3910,9.59
54342522,,,1.861,0.5074,3.12
54342524,,,2.581,0.6520,1.12
54342526,,,2.029,0.5057,1.35
54342525,,,1.174,0.2129,16.41
54342545,,,2.573,0.7548,3.71
54342547,,,2.009,0.4250,3.70
54342546,,,1.336,0.2235,9.32
54342548,,,1.186,0.1837,10.41
54342549,,,1.602,0.3280,36.48
54342550,,,1.988,0.3803,0.72
54342551,,,1.379,0.4061,20.22
54342552,,,1.04,0.2310,12.51
54342553,,,1.147,0.0990,24.84
54342554,,,1.214,0.2257,3.73
54342555,,,1.07,0.1961,10.38
54342556,,,1.855,0.3754,13.04
54342557,,,1.786,0.4321,3.35
54347676,,,1.504,0.4017,1.92
54347996,,,2.156,0.5389,0.08
54347997,,,2.864,0.6078,10.27
54349265,,,1.942,0.3607,24.45
54342558,,,1.152,0.5567,13.98
54342559,,,1.246,0.3051,0.19
54342584,,,0.7565,0.3632,8.61
54342585,,,1.467,0.2865,19.04
54342586,,,2.046,0.5680,1.82
54342587,,,0.9932,0.1812,4.67
54342596,,,1.167,0.3016,15.07
54342597,,,1.573,0.3423,7.99
54342612,,,1.392,0.7529,35.79
54342613,,,1.326,0.7566,58.24
54346214,,,0.7713,0.2463,13.88
54346962,,,0.9348,0.1088,14.18
54346963,,,0.9134,0.3887,12.38
54347535,,,2.019,0.5757,4.54
54347536,,,2.16,0.5332,10.04
54347537,,,1.349,0.2329,8.69
54347539,,,1.037,0.3286,17.43
54347672,,,1.833,0.4774,4.54
54347673,,,1.771,0.5200,2.91
54347674,,,1.986,0.4924,12.79
54347675,,,1.516,0.3807,17.68
54347911,,,1.416,0.2795,3.29
54347912,,,1.383,0.3378,8.33
54347913,,,1.844,0.4733,3.31
54347914,,,1.116,0.0853,12.28
54347915,,,1.102,0.4291,15.34
54347916,,,1.138,0.0458,27.35
54347917,,,1.334,0.7328,5.30
54347920,,,1.133,0.1052,8.92
54347919,,,1.617,0.2818,12.10
54347918,,,1.996,0.4719,1.59
54347921,,,1.056,0.2393,3.14
54347922,,,1.083,0.3302,5.09
54347924,,,0.9522,0.1819,9.25
54347923,,,1.785,0.4484,7.78
54347925,,,1.926,0.8963,6.97
54347926,,,2.106,0.4996,25.08
54347927,,,2.803,0.6290,2.56
54347928,,,1.24,0.6229,8.47
54347929,,,1.166,0.4473,31.38
54347977,,,1.246,0.3077,3.54
54347978,,,1.953,0.6134,5.72
54347979,,,1.932,0.4945,0.66
54347980,,,1.362,0.3706,0.73
54347981,,,1.751,0.4849,8.60
54347983,,,1.591,0.8206,6.02
54347982,,,2.045,0.5816,5.92
54347984,,,2.583,0.7489,20.06
54347985,,,2.652,0.5761,8.31
54347987,,,2.316,0.5223,10.44
54347988,,,1.975,0.5461,0.13
54347990,,,1.693,0.5203,6.58
54347986,,,1.869,0.4845,25.69
54347989,,,1.999,0.6520,6.67
54347991,,,2.833,0.5708,29.45
54347992,,,1.267,0.5155,3.21
54347993,,,2.418,0.5919,7.03
54347994,,,1.126,0.2985,7.80
54347995,,,1.912,0.4886,1.63
54347998,,,1.416,0.2455,11.37
54348271,,,1.279,0.3066,30.36
54349045,,,1.267,0.4533,5.02
54349046,,,1.987,0.5441,11.70
54349273,,,0.6035,0.3398,35.48
54350417,,,1.557,0.3340,3.14
54350421,,,2.166,0.4490,7.44
54351253,,,1.452,0.6871,34.73
54351264,,,2.554,0.6970,55.70
54351346,,,1.479,0.1994,9.26
54352083,,,2.03,0.4297,3.89
54354279,,,2.051,0.4018,5.04
54349047,,,0.8717,0.2813,7.98
54349048,,,1.664,0.3071,20.38
54349049,,,2.123,0.5050,6.89
54349050,,,1.178,0.1362,6.78
54349051,,,0.9511,0.0928,17.39
54349052,,,1.329,0.1635,30.31
54349260,,,1.05,0.3127,7.70
54349261,,,1.673,0.3822,12.66
54349262,,,1.204,0.2311,25.38
54349263,,,0.9721,0.1552,1.58
54349264,,,1.122,0.1783,9.93
54349266,,,2.156,0.6084,12.51
54349267,,,0.7797,0.4855,16.46
54349268,,,1.177,0.1921,7.23
54349270,,,2.242,0.5658,2.38
54349271,,,1.143,0.2621,2.00
54349269,,,2.409,0.6677,0.60
54349272,,,1.598,0.3742,15.67
54350418,,,1.964,0.6055,14.44
54350419,,,1.117,0.1605,3.65
54350420,,,2.511,0.5724,2.74
54350422,,,1.162,0.1173,1.14
54350423,,,2.024,0.5685,7.99
54350424,,,1.362,0.3192,7.03
54350425,,,1.156,0.0991,10.85
54350426,,,1.128,0.4299,1.00
54350427,,,1.867,0.4872,1.72
54350428,,,1.18,0.1599,12.73
54350429,,,2.406,0.4744,11.30
54350430,,,1.863,0.5012,17.91
54350433,,,1.21,0.1761,0.92
54350434,,,2.689,0.5841,27.31
54350431,,,1.798,0.4553,2.56
54350432,,,1.32,0.1931,6.56
54350435,,,1.534,0.3597,2.73
54350436,,,1.487,0.4013,3.81
54350437,,,2.106,0.5944,1.25
54350894,,,2.197,0.4214,4.38
54350895,,,1.211,0.2538,35.95
54350899,,,1.392,0.2873,25.02
54350896,,,2.51,0.5264,2.24
54350898,,,1.401,0.2976,7.85
54350897,,,2.643,0.5775,19.04
54350903,,,1.356,0.4779,3.96
54350904,,,2.277,0.7637,10.53
54350902,,,1.194,0.1422,10.91
54350901,,,1.032,0.2633,26.31
54350905,,,2.471,0.5361,2.14
54351254,,,2.031,0.4916,1.71
54351255,,,1.473,0.2846,1.70
54351256,,,1.067,0.3058,4.38
54351260,,,1.282,0.3344,15.35
54351257,,,1.241,0.1211,9.32
54351258,,,2.225,0.5536,20.17
54351259,,,1.307,0.3328,2.17
54351261,,,1.411,0.3325,21.26
54351262,,,2.436,0.4715,11.90
54351263,,,0.9079,0.2945,17.67
54351349,,,1.168,0.2153,18.17
54351350,,,2.047,0.5543,39.58
54351351,,,1.516,0.5676,4.25
54351720,,,2.076,0.4424,3.49
54351721,,,2.185,0.4812,27.57
54351723,,,2.279,0.6176,9.30
54351722,,,1.76,0.4316,12.07
54351827,,,1.419,0.1949,8.93
54351828,,,1.271,0.3569,1.68
54351829,,,1.744,0.3721,2.53
54351830,,,2.126,0.7683,9.69
54351831,,,2.289,0.6407,8.12
54351832,,,2.869,0.5585,37.17
54351833,,,2.423,0.5952,1.37
54351840,,,2.237,0.5415,5.02
54352078,,,1.14,0.1352,13.50
54352079,,,0.9977,0.0435,0.24
54352080,,,2.387,0.7096,5.11
54352081,,,1.865,0.3456,40.46
54352082,,,2.478,0.6021,3.41
54352296,,,1.507,0.4441,9.44
54352295,,,1.104,0.0761,4.62
54352297,,,1.596,0.3755,3.25
54352298,,,1.196,0.1649,14.08
54352299,,,1.332,0.2865,29.47
54352300,,,1.827,0.3238,8.75
54352301,,,1.343,0.2636,2.37
54352302,,,0.9176,0.1934,3.76
54352303,,,1.19,0.4572,21.94
54352304,,,1.051,0.2356,2.44
54352305,,,1.821,0.5057,4.19
54352553,,,1.222,0.1601,0.60
54352554,,,2.049,0.3896,3.19
54352555,,,1.759,0.3949,33.88
54352556,,,2.101,0.5629,3.36
54352557,,,3.051,0.6668,32.80
54352558,,,1.544,0.3402,4.62
54352559,,,1.193,0.3075,19.00
54352560,,,1.231,0.3392,3.32
54352561,,,2.404,0.5063,20.68
54352562,,,1.966,0.3932,4.95
54352563,,,2.377,0.5951,7.75
54352564,,,1.677,0.4693,39.12
54352565,,,1.273,0.1856,26.99
54352566,,,2.574,0.6549,3.42
54352567,,,0.8773,0.3479,27.38
54352568,,,2.637,0.9478,22.36
54352569,,,1.334,0.1977,26.35
54352570,,,2.072,0.4790,5.36
54352572,,,1.604,0.4063,14.30
54352573,,,2.027,0.3944,1.42
54352571,,,1.269,0.0555,18.85
54352574,,,1.087,0.4137,6.02
54352928,,,2.162,0.4583,7.03
54352929,,,1.833,0.3990,33.03
54352930,,,2.191,0.6793,5.83
54352931,,,1.638,0.2882,0.55
54352932,,,1.594,0.4813,7.83
54352933,,,2.717,0.6224,2.19
54352934,,,2.807,0.6070,5.35
54352935,,,1.934,0.5132,3.67
54352936,,,1.998,0.7226,1.60
54352937,,,2.313,0.7703,5.46
54352938,,,2.69,0.5348,6.70
54352939,,,2.465,0.6480,9.79
54352940,,,2.567,0.5227,12.77
54352941,,,2.132,0.5780,3.63
54352942,,,1.719,0.4393,12.42
54352943,,,2.048,0.5391,5.53
54352944,,,2.181,0.5503,1.11
54352946,,,1.561,0.4661,0.83
54352945,,,2.015,0.5369,5.51
54352947,,,2.47,0.5927,2.24
54352948,,,1.685,0.3556,3.85
54353134,,,1.698,0.3904,2.50
54353135,,,1.451,0.4318,8.04
54353136,,,1.786,0.4543,8.21
54353137,,,1.994,0.4894,8.96
54353138,,,2.431,0.5446,1.55
54353140,,,1.777,0.3025,6.34
54353139,,,1.24,0.2537,7.03
54353141,,,0.9445,0.2209,10.06
54353142,,,1.044,0.0480,24.12
54353143,,,0.8757,0.2600,8.56
54353144,,,2.092,0.5742,8.74
54353145,,,1.985,0.6932,3.90
54353146,,,0.9288,0.0818,4.52
54353147,,,2.043,0.7887,2.27
54353148,,,1.453,0.2378,21.10
54353149,,,1.35,0.3518,10.16
54353150,,,1.905,0.4966,10.93
54353460,,,1.613,0.2039,27.66
54353461,,,1.452,0.3093,1.41
54353611,,,0.9888,0.1348,2.28
54353612,,,1.201,0.2784,32.43
54353614,,,1.729,0.5277,3.66
54353613,,,0.7586,0.5648,29.71
54353615,,,1.952,0.5056,2.71
54353616,,,1.138,0.1273,5.22
54353618,,,1.287,0.1723,14.75
54353617,,,1.391,0.6619,11.73
54353619,,,2.041,0.7887,10.51
54353620,,,1,0.1777,2.74
54353621,,,1.291,0.3939,10.15
54353622,,,1.725,0.4598,12.08
54353683,,,3.225,0.6398,22.03
54353682,,,2.867,0.5891,38.42
54353681,,,1.609,0.3663,23.20
54354064,,,2.761,0.5311,11.65
54353986,,,1.875,0.3418,2.03
54354065,,,1.745,0.2887,29.55
54354083,,,1.114,0.4419,31.45
54354220,,,2.681,0.6475,11.63
54354351,,,1.524,0.1581,13.27
54354968,,,1.377,0.2494,7.44
54358578,,,1.936,0.4074,10.19
54353691,,,1.079,0.1554,13.88
54353690,,,1.849,0.4751,7.56
54353704,,,2.006,0.6214,2.43
54353705,,,1.427,0.2791,7.46
54353706,,,1.564,0.4221,9.28
54353707,,,0.7872,0.3860,4.29
54354072,,,1.142,0.1938,17.33
54354075,,,1.858,0.5402,3.88
54354081,,,1.848,0.6618,28.29
54354082,,,1.163,0.2208,1.52
54354216,,,2.185,0.7046,7.11
54354217,,,1.631,0.3745,13.71
54354218,,,2.012,0.4929,2.69
54354219,,,1.115,0.4683,7.53
54354233,,,1.798,0.6449,13.28
54354232,,,1.581,0.3429,14.64
54354234,,,1.275,0.3228,1.59
54354235,,,1.412,0.2754,14.66
54354236,,,2.583,0.6372,3.64
54354273,,,1.09,0.1658,6.85
54354274,,,1.506,0.3190,22.39
54354276,,,0.7919,0.3307,1.18
54354275,,,1.178,0.2580,21.77
54354278,,,1.13,0.2710,4.04
54354277,,,1.694,0.4221,8.06
54354280,,,1.745,0.4142,4.31
54354281,,,1.277,0.2309,8.38
54354282,,,1.091,0.3578,32.60
54354283,,,1.051,0.1248,26.53
54354300,,,1.959,0.5636,5.45
54354302,,,1.163,0.1935,16.47
54354301,,,2.408,0.5411,5.01
54354303,,,1.396,0.2761,17.19
54354304,,,1.421,0.2982,20.56
54354331,,,1.06,0.1925,2.86
54354352,,,1.74,0.6235,20.22
54354353,,,1.474,0.3480,17.38
54354354,,,1.831,0.4362,9.23
54354355,,,1.02,0.0282,3.44
54354356,,,0.7188,0.4273,3.11
54354357,,,2.185,0.8970,2.87
54354358,,,1.013,0.0187,4.80
54354359,,,1.036,0.2162,0.67
54354360,,,1.332,0.2235,3.95
54354361,,,1.828,0.4393,10.29
54354362,,,2.624,0.7329,9.50
54354363,,,3.24,0.7551,45.83
54354395,,,0.8142,0.6179,19.81
54354396,,,1.363,0.3498,7.41
54354397,,,0.9973,0.1486,6.86
54354398,,,1.834,0.4435,3.20
54354399,,,1.164,0.1808,7.25
54354400,,,1.339,0.2688,2.47
54354401,,,1.966,0.7009,10.19
54354402,,,1.561,0.3861,5.45
54354403,,,0.7428,0.3774,9.06
54354404,,,1.503,0.3453,9.81
54354405,,,2.076,0.4776,9.63
54354406,,,2.03,0.5019,3.19
54354407,,,1.9,0.4918,6.47
54354410,,,1.644,0.4018,36.84
54354411,,,2.463,0.8767,16.95
54354414,,,1.541,0.7104,15.75
54354415,,,1.191,0.1291,24.15
54354416,,,1.516,0.3281,9.24
54354417,,,2.381,0.5376,4.83
54354418,,,1.082,0.0372,14.86
54354420,,,1.287,0.2872,6.75
54354422,,,2.29,0.5965,8.10
54354506,,,1.729,0.5058,29.74
54354510,,,1.044,0.3253,15.18
54354508,,,2.038,0.4731,7.47
54354509,,,2.04,0.4408,2.73
54354520,,,1.989,0.4728,6.01
54354662,,,1.495,0.2342,0.66
54354666,,,1.09,0.1597,3.16
54354667,,,1.393,0.1360,26.06
54354671,,,2.311,0.6734,2.37
54355031,,,1.988,0.5014,6.31
54356983,,,2.758,0.7779,15.72
54357098,,,2.664,0.5678,24.40
54354408,,,1.035,0.3008,4.01
54354409,,,2.567,0.6393,3.30
54354412,,,1.288,0.2098,11.00
54354413,,,1.795,0.5479,9.29
54354419,,,2.04,0.6005,2.38
54354421,,,1.423,0.4577,12.37
54354423,,,1.58,0.4121,4.85
54354424,,,1.511,0.4152,4.46
54354502,,,2.117,0.5398,1.44
54354503,,,2.188,0.6332,5.82
54354504,,,1.051,0.0183,1.26
54354505,,,0.8347,0.6698,2.08
54354507,,,2.455,0.6319,23.96
54354511,,,2.51,0.8099,3.48
54354512,,,1.947,0.5632,15.72
54354513,,,2.068,0.5035,2.28
54354514,,,1.317,0.1840,21.68
54354515,,,1.533,0.4258,0.15
54354517,,,2.004,0.5354,1.95
54354516,,,2.017,0.5901,6.61
54354518,,,1.376,0.2706,2.05
54354519,,,1.333,0.1897,9.90
54354521,,,2.049,0.5604,5.30
54354522,,,1.762,0.5806,4.52
54354523,,,1.133,0.4319,4.21
54354524,,,1.135,0.4874,10.93
54354525,,,1.249,0.1952,22.99
54354526,,,1.999,0.5339,7.13
54354657,,,1.484,0.2774,5.43
54354658,,,1.999,0.4623,0.60
54354659,,,1.147,0.1537,4.57
54354660,,,1.065,0.0873,2.28
54354661,,,1.909,0.4080,42.73
54354663,,,1.583,0.3578,2.99
54354664,,,1.161,0.3736,12.88
54354665,,,0.847,0.2166,4.97
54354672,,,1.692,0.5435,10.66
54354674,,,1.85,0.4981,4.51
54354675,,,1.769,0.4424,28.75
54354673,,,0.9766,0.3992,20.50
54354676,,,1.334,0.2339,1.69
54354677,,,1.693,0.5661,28.32
54354678,,,1.866,0.6142,16.85
54354679,,,1.285,0.2020,11.24
54354680,,,1.749,0.4834,4.06
54354681,,,2.453,0.6057,0.39
54354734,,,2.833,0.6529,0.04
54354735,,,1.339,0.1746,22.95
54354736,,,1.286,0.4928,23.95
54354861,,,1.776,0.4892,19.18
54354860,,,1.294,0.2282,12.43
54354858,,,1.085,0.3749,2.85
54354859,,,2.615,0.5494,19.59
54354862,,,2.282,0.5577,3.94
54354863,,,1.211,0.2316,9.48
54354866,,,2.896,0.6009,20.32
54354865,,,0.8793,0.4822,24.56
54354864,,,2.14,0.4879,4.90
54354867,,,3.369,0.7979,67.25
54354969,,,3.377,0.6820,16.71
54354972,,,1.245,0.2309,32.02
54354971,,,0.8924,0.5535,17.83
54354970,,,1.615,0.4216,44.03
54354973,,,1.545,0.4133,13.19
54354974,,,1.55,0.3584,9.56
54354975,,,2.551,0.5996,24.73
54355030,,,1.908,0.7026,11.19
54355032,,,1.077,0.3465,16.34
54355033,,,0.9507,0.2509,3.82
54355034,,,2.144,0.5243,3.08
54355035,,,1.342,0.5722,5.77
54355036,,,1.37,0.4104,5.78
54355037,,,0.8824,0.3980,1.95
54355038,,,2.252,0.6065,6.48
54355039,,,1.126,0.0752,12.76
54355040,,,1.313,0.2722,0.33
54355041,,,2.331,0.6283,0.42
54355042,,,1.777,0.5221,37.12
54355043,,,2.139,0.5883,12.00
54356029,,,1.972,0.3472,6.53
54356030,,,1.968,0.5761,7.35
54356031,,,0.8142,0.3304,25.72
54356032,,,0.9955,0.4291,31.90
54356033,,,1.13,0.0992,6.48
54356034,,,1.922,0.5192,19.09
54356035,,,1.732,0.3947,7.98
54356037,,,1.46,0.3681,3.97
54356036,,,1.387,0.1864,31.86
54356038,,,0.7125,0.4626,5.42
54356039,,,1.81,0.4366,1.64
54356041,,,0.9461,0.4710,9.51
54356040,,,2.078,0.5151,16.51
54356042,,,2.423,0.5975,1.48
54356387,,,1.401,0.2838,25.82
54356388,,,1.309,0.2935,17.49
54356389,,,1.014,0.0529,1.44
54356390,,,1.689,0.5949,8.43
54356391,,,1.016,0.1722,7.51
54356392,,,1.177,0.1131,13.35
54356393,,,1.033,0.1597,10.44
54356832,,,1.26,0.5266,25.48
54356833,,,1.717,0.3960,8.13
54356835,,,1.932,0.4829,10.30
54356836,,,1.801,0.4415,7.80
54356837,,,2.147,0.9062,4.13
54356838,,,1.298,0.2148,6.43
54356839,,,2.031,0.5181,22.29
54356840,,,1.932,0.4128,4.00
54356841,,,1.721,0.7116,2.02
54356984,,,2.129,0.5228,4.65
54356985,,,1.06,0.2387,9.28
54356986,,,1.533,0.2722,12.40
54356987,,,2.418,0.5216,22.48
54356989,,,1.935,0.4924,8.43
54356988,,,1.596,0.3614,3.74
54356990,,,1.194,0.5478,6.48
54356991,,,2.018,0.5363,11.47
54356992,,,2.684,0.8620,15.98
54356993,,,1.92,0.5651,2.85
54356994,,,0.9731,0.2247,7.30
54356995,,,1.502,0.3812,5.40
54356996,,,1.849,0.4350,12.34
54356997,,,2.553,0.6516,23.05
54356998,,,2.592,0.7013,10.34
54356999,,,1.773,0.4382,3.19
54357096,,,2.128,0.4066,37.33
54357097,,,2.007,0.5300,3.22
54357099,,,1.278,0.2467,14.33
54357100,,,1.106,0.2215,17.95
54357102,,,1.453,0.2324,20.53
54357104,,,2.223,0.7343,1.89
54357103,,,1.162,0.1723,17.90
54357105,,,2.149,0.8154,7.50
54357106,,,1.375,0.2631,3.03
54357107,,,2.001,0.5178,1.96
54357153,,,1.748,0.4202,8.35
54357154,,,2.831,0.6086,30.14
54357157,,,2.629,0.6229,0.96
54357158,,,2.302,0.5073,5.47
54357156,,,2.004,0.5036,12.44
54357207,,,1.413,0.2599,29.44
54357208,,,0.9575,0.3513,19.98
54357209,,,1.135,0.3981,7.51
54357253,,,0.9545,0.1855,1.54
54357250,,,1.372,0.2889,2.16
54357252,,,1.794,0.5039,1.85
54357251,,,2.603,0.8090,25.30
54357254,,,2.433,0.6298,3.70
54357255,,,1.063,0.3612,11.61
54357257,,,1.403,0.6713,21.67
54357256,,,2.03,0.9347,18.23
54357258,,,1.156,0.1717,28.00
54357259,,,2.149,0.5457,14.92
54357273,,,2.852,0.7287,6.06
54357275,,,2.648,0.5759,39.00
54357274,,,2.061,0.4575,7.94
54357276,,,1.255,0.3495,2.72
54357277,,,0.8579,0.2717,12.57
54357343,,,2.256,0.7860,31.64
54357345,,,2.491,0.6068,11.22
54357346,,,1.702,0.2582,39.02
54357347,,,3.41,0.8008,21.81
54357399,,,2.426,0.4838,24.57
54357464,,,2.112,0.5382,6.18
54357789,,,1.733,0.4924,27.52
54358377,,,1.052,0.0099,0.87
54358580,,,1.759,0.4421,8.69
54359926,,,1.144,0.1132,7.54
54357344,,,1.515,0.2674,11.68
54357375,,,1.733,0.5169,20.43
54357397,,,0.9337,0.1699,16.81
54357400,,,1.183,0.2729,9.06
54357401,,,1.668,0.4052,3.10
54357433,,,2.058,0.6127,9.20
54357434,,,1.649,0.3895,5.16
54357454,,,0.8802,0.1744,6.45
54357455,,,2.052,0.5201,5.46
54357456,,,1.954,0.5412,6.26
54357457,,,1.276,0.4366,5.26
54357458,,,2.039,0.5141,12.72
54357459,,,2.045,0.6739,4.54
54357460,,,1.777,0.4289,8.28
54357461,,,2.006,0.4974,8.74
54357462,,,1.628,0.3516,51.13
54357463,,,1.572,0.3714,24.99
54357465,,,0.9259,0.1710,14.81
54357782,,,1.681,0.3935,6.71
54357784,,,1.041,0.1403,26.62
54357783,,,2.274,0.5697,5.73
54357785,,,1.615,0.3451,11.27
54357786,,,2.104,0.6037,13.39
54357788,,,2.281,0.5366,12.78
54357787,,,0.9002,0.2322,1.47
54357972,,,2.087,0.6382,3.42
54357973,,,1.88,0.4583,3.75
54357974,,,1.155,0.1259,17.35
54357975,,,1.574,0.2423,32.52
54357977,,,2.767,0.5781,24.98
54357978,,,2.307,0.5380,4.92
54357976,,,2.679,0.6421,9.76
54357979,,,2.086,0.4982,10.50
54357980,,,1.014,0.1709,10.22
54357982,,,1.255,0.2279,3.82
54357983,,,1.529,0.3146,18.90
54357981,,,1.509,0.3673,3.42
54357984,,,1.333,0.4012,4.03
54357985,,,1.809,0.3891,8.08
54357986,,,2.355,0.7180,0.90
54358245,,,1.834,0.4412,9.34
54358246,,,2.435,0.5427,2.33
54358247,,,3.236,0.6796,33.69
54358248,,,2.026,0.5745,33.08
54358249,,,0.9529,0.3806,10.03
54358250,,,1.966,0.4851,10.19
54358251,,,1.624,0.5142,1.84
54358252,,,1.775,0.3662,25.72
54358253,,,2.265,0.5045,4.06
54358375,,,1.613,0.3984,19.55
54358376,,,1.624,0.4071,13.77
54358378,,,1.554,0.3222,17.77
54358379,,,1.827,0.5274,3.51
54358380,,,2.474,0.5783,7.49
54358381,,,2.101,0.4959,13.63
54358382,,,2.612,0.5371,11.45
54358383,,,2.036,0.5165,3.22
54358384,,,1.836,0.4440,2.22
54358385,,,1.363,0.3911,33.60
54358386,,,1.622,0.2978,30.11
54358569,,,2.044,0.6852,3.53
54358570,,,2.846,0.5580,9.56
54358571,,,2.109,0.5026,7.08
54358572,,,1.365,0.2489,4.94
54358573,,,1.488,0.4928,12.50
54358575,,,1.025,0.2151,9.11
54358574,,,0.94,0.2523,5.45
54358576,,,1.14,0.0856,25.72
54358577,,,1.064,0.2359,20.13
54358579,,,2.097,0.5823,9.19
54358581,,,1.746,0.3983,13.75
54358583,,,2.228,0.4851,11.68
54358582,,,0.8032,0.2731,2.06
54358760,,,2.339,0.5621,15.22
54358761,,,1.47,0.5205,7.19
54358764,,,1.395,0.4355,23.31
54358762,,,2.284,0.5632,1.92
54358763,,,2.327,0.7792,8.71
54358765,,,2.332,0.5869,7.79
54358766,,,1.506,0.3068,0.45
54358767,,,0.9289,0.3332,29.66
54358768,,,2.039,0.4826,6.91
54358769,,,0.8712,0.2145,2.40
54358770,,,2.192,0.5671,5.64
54358771,,,1.702,0.7449,10.75
54358773,,,1.666,0.3542,5.21
54358774,,,2.134,0.4918,7.48
54358775,,,1.915,0.6482,4.07
54358776,,,1.569,0.5588,5.78
54358778,,,1.114,0.1543,15.21
54358777,,,1.146,0.1255,16.37
54358779,,,1.1,0.2885,5.50
54358780,,,2.533,0.6387,6.04
54358781,,,1.231,0.1746,2.14
54358782,,,2.042,0.5824,4.73
54358783,,,1.564,0.3106,19.10
54358784,,,2.668,0.6672,1.58
54358910,,,2.649,0.6872,3.19
54358911,,,1.336,0.3490,0.87
54358912,,,1.577,0.2543,25.63
54358913,,,2.123,0.6263,7.85
54358914,,,1.907,0.5070,38.62
54359123,,,1.476,0.2523,2.07
54359125,,,1.133,0.4414,5.94
54359126,,,1.758,0.3207,29.54
54359128,,,1.377,0.3036,17.83
54359129,,,1.291,0.2719,9.83
54359130,,,1.509,0.2722,10.58
54359133,,,2.717,0.6320,13.74
54359252,,,1.096,0.2418,9.19
54359254,,,2.3,0.7850,6.99
54359256,,,1.163,0.4325,11.68
54359386,,,2.11,0.5043,8.31
54359389,,,1.105,0.2619,20.57
54359390,,,2.433,0.5895,10.81
54359403,,,2.118,0.4445,9.25
54359705,,,2.188,0.4899,7.75
54359834,,,1.377,0.1829,24.00
54373231,,,2.122,0.4211,8.35
54358909,,,2.412,0.5618,14.05
54359124,,,1.804,0.4869,2.68
54359127,,,2.383,0.5560,7.69
54359131,,,1.537,0.3066,6.64
54359132,,,1.335,0.1826,21.05
54359134,,,1.136,0.0563,8.07
54359135,,,1.513,0.6022,24.18
54359249,,,0.74,0.4136,14.13
54359250,,,1.662,0.4005,3.36
54359251,,,0.8571,0.2260,10.42
54359253,,,2.923,0.7697,14.90
54359255,,,2.258,0.6415,17.11
54359257,,,1.038,0.2356,10.18
54359258,,,1.023,0.5867,3.75
54359259,,,2.08,0.5881,1.76
54359260,,,1.077,0.3556,2.94
54359261,,,2.261,0.5439,24.79
54359387,,,1.178,0.1214,7.73
54359388,,,1.46,0.1634,13.45
54359391,,,2.362,0.7260,3.24
54359392,,,0.9337,0.2838,19.90
54359393,,,1.193,0.1503,15.30
54359394,,,2.566,0.5590,6.40
54359395,,,1.855,0.5241,5.33
54359396,,,1.05,0.2958,14.88
54359397,,,1.185,0.2036,8.52
54359398,,,2.382,0.6097,0.95
54359399,,,2.442,0.6746,2.48
54359400,,,1.918,0.4638,0.98
54359401,,,1.16,0.1796,33.96
54359402,,,1.312,0.1230,10.35
54359404,,,2.282,0.5870,3.77
54359405,,,2.022,0.5010,1.02
54359406,,,1.979,0.4831,5.98
54359408,,,2.038,0.5750,1.59
54359410,,,1.044,0.0339,9.26
54359407,,,2.165,0.5199,7.62
54359409,,,1.315,0.2523,23.57
54359412,,,2.063,0.6238,0.85
54359411,,,1.765,0.4245,6.05
54359706,,,2.862,0.5797,8.45
54359707,,,1.045,0.2403,13.42
54359708,,,1.175,0.1084,27.97
54359833,,,1.013,0.3582,11.76
54359835,,,1.507,0.4637,27.26
54359836,,,0.9224,0.2467,12.03
54359837,,,1.562,0.5873,9.93
54359838,,,2.108,0.6321,0.46
54359841,,,2.872,0.6099,13.39
54359839,,,2.778,0.7684,15.31
54359840,,,1.277,0.3167,21.66
54359842,,,1.362,0.1748,3.68
54359843,,,2.482,0.5996,4.68
54359844,,,0.922,0.1368,3.64
54359845,,,2.44,0.6491,3.10
54359846,,,1.301,0.2384,14.66
54359860,,,2.116,0.5452,6.48
54359861,,,1.634,0.3546,7.60
54359863,,,1.442,0.3467,18.51
54359862,,,2.485,0.5898,5.12
54359864,,,1.118,0.2800,20.85
54359923,,,1.334,0.2281,18.58
54359924,,,1.098,0.2296,3.85
54359925,,,1.059,0.0912,5.86
54360001,,,1.197,0.5216,44.12
54360002,,,1.32,0.2489,22.45
54360085,,,2.122,0.5869,4.31
54360086,,,1.271,0.2344,33.04
54360087,,,2.18,0.5475,11.82
54360088,,,1.823,0.4399,6.38
54360089,,,0.989,0.1070,2.96
54360090,,,1.284,0.2926,7.80
54360091,,,2.127,0.5014,10.71
54360092,,,1.189,0.1616,18.95
54360093,,,1.36,0.1572,17.03
54360094,,,1.949,0.8014,14.87
54360095,,,2.466,0.5790,7.43
